Time,dt,Error,Omega,V,Dummy,P,I,D
7.407102012,0.05796131,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.448994873,0.041892861,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.508895031,0.059900158,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.54925893,0.040363899,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.604740008,0.055481078,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.647901076,0.043161068,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.698772762,0.050871686,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.75032966,0.051556898,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.798061817,0.047732157,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.848016534,0.049954717,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.898033316,0.050016782,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.949027249,0.050993933,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.008400087,0.059372838,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.049144663,0.040744576,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.097731333,0.04858667,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.151654011,0.053922678,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.201614961,0.04996095,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.248027067,0.046412106,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.30829125,0.060264183,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.349961524,0.041670274,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.399217643,0.049256119,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.454291552,0.055073909,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.498261112,0.04396956,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.548528329,0.050267217,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.598676447,0.050148118,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.647804989,0.049128542,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.701937681,0.054132692,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.748096126,0.046158445,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.800583862,0.052487736,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.850042562,0.0494587,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.898217723,0.048175161,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.94800255,0.049784827,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.001079534,0.053076984,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.048221031,0.047141497,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.102706094,0.054485063,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.148022752,0.045316658,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.209025386,0.061002634,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.247983013,0.038957627,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.300034691,0.052051678,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.350329145,0.050294454,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.398189902,0.047860757,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.448025402,0.0498355,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.498309544,0.050284142,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.574596896,0.076287352,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.600448648,0.025851752,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.647672843,0.047224195,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.741384678,0.093711835,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.762171238,0.02078656,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.809340614,0.047169376,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.86168897,0.052348356,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.908479422,0.046790452,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.947649447,0.039170025,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.002481433,0.054831986,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.049148435,0.046667002,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.097841532,0.048693097,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.148254748,0.050413216,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.197953041,0.049698293,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.263249547,0.065296506,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.299897367,0.03664782,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.360951907,0.06105454,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.408101502,0.047149595,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.452451352,0.04434985,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.499069496,0.046618144,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.548001966,0.04893247,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.60134093,0.053338964,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.648754247,0.047413317,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.698994995,0.050240748,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.750913036,0.051918041,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.810779976,0.05986694,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.850177561,0.039397585,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.902841247,0.052663686,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.95054994,0.047708693,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.999777336,0.049227396,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.051037952,0.051260616,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.103064001,0.052026049,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.154488276,0.051424275,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.198354303,0.043866027,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.250970992,0.052616689,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.301664324,0.050693332,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.348674289,0.047009965,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.398726879,0.05005259,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.451224119,0.05249724,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.498300036,0.047075917,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.550217486,0.05191745,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.598361528,0.048144042,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.649032916,0.050671388,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.705423155,0.056390239,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.747720229,0.042297074,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.803260766,0.055540537,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.847998982,0.044738216,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.899074145,0.051075163,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.948382566,0.049308421,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.003924857,0.055542291,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.047893862,0.043969005,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.100715257,0.052821395,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.158137297,0.05742204,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.199339534,0.041202237,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.262717814,0.06337828,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.299241027,0.036523213,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.348656573,0.049415546,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.407297171,0.058640598,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.468977718,0.061680547,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.501021929,0.032044211,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.548797039,0.04777511,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.601053293,0.052256254,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.65157916,0.050525867,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.708729964,0.057150804,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.748188676,0.039458712,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.79828605,0.050097374,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.855632479,0.057346429,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.900077366,0.044444887,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.952931127,0.052853761,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.003149515,0.050218388,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.055644793,0.052495278,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.098323448,0.042678655,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.1485049,0.050181452,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.198520339,0.050015439,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.24778317,0.049262831,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.301671356,0.053888186,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.348114482,0.046443126,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.405214415,0.057099933,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.454988707,0.049774292,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.498983796,0.043995089,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.55456197,0.055578174,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.615825418,0.061263448,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.647847346,0.032021928,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.700079956,0.05223261,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.749129999,0.049050043,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.800628128,0.051498129,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.854935412,0.054307284,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.898143475,0.043208063,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.949789885,0.05164641,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.998301642,0.048511757,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.048685505,0.050383863,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.097901052,0.049215547,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.148191817,0.050290765,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.200480841,0.052289024,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.251531057,0.051050216,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.299728281,0.048197224,0.0,0.0,0.5,0.0,0.0,0.0,0.0
