Time,dt,Error,Omega,V,Dummy,P,I,D
6.001175561,0.045682505,0.0,-0.20930432908319158,0.5,0.0,0.0,0.0,0.0
6.049025121,0.04784956,0.0,-0.20930432908319158,0.5,0.0,0.0,0.0,0.0
6.099924633,0.050899512,0.0,-0.20930432908319158,0.5,0.0,0.0,0.0,0.0
6.14980217,0.049877537,0.0,-0.20930432908319158,0.5,0.0,0.0,0.0,0.0
6.200346967,0.050544797,0.0,-0.20930432908319158,0.5,0.0,0.0,0.0,0.0
6.250904127,0.05055716,0.0,-0.20930432908319158,0.5,0.0,0.0,0.0,0.0
6.305773987,0.05486986,0.0,-0.20930432908319158,0.5,0.0,0.0,0.0,0.0
6.35239318,0.046619193,0.0,-0.20930432908319158,0.5,0.0,0.0,0.0,0.0
6.399042683,0.046649503,0.0,-0.20930432908319158,0.5,0.0,0.0,0.0,0.0
6.449081692,0.050039009,0.0,-0.19289065268140687,0.5,0.0,0.0,0.0,0.0
6.499173564,0.050091872,0.0,-0.19289065268140687,0.5,0.0,0.0,0.0,0.0
6.548718138,0.049544574,0.0,-0.19289065268140687,0.5,0.0,0.0,0.0,0.0
6.602583979,0.053865841,0.0,-0.19289065268140687,0.5,0.0,0.0,0.0,0.0
6.652321477,0.049737498,0.0,-0.19289065268140687,0.5,0.0,0.0,0.0,0.0
6.700411762,0.048090285,0.0,-0.19289065268140687,0.5,0.0,0.0,0.0,0.0
6.748832536,0.048420774,0.0,-0.19289065268140687,0.5,0.0,0.0,0.0,0.0
6.801256391,0.052423855,0.0,-0.19289065268140687,0.5,0.0,0.0,0.0,0.0
6.848992111,0.04773572,0.0,-0.19289065268140687,0.5,0.0,0.0,0.0,0.0
6.89854481,0.049552699,0.0,-0.05003824543645137,0.5,0.0,0.0,0.0,0.0
6.954674103,0.056129293,0.0,-0.05003824543645137,0.5,0.0,0.0,0.0,0.0
6.998707873,0.04403377,0.0,-0.05003824543645137,0.5,0.0,0.0,0.0,0.0
7.051057225,0.052349352,0.0,-0.05003824543645137,0.5,0.0,0.0,0.0,0.0
7.099077044,0.048019819,0.0,-0.05003824543645137,0.5,0.0,0.0,0.0,0.0
7.148352228,0.049275184,0.0,-0.12145606277058914,0.5,0.0,0.0,0.0,0.0
7.211549095,0.063196867,0.0,-0.12145606277058914,0.5,0.0,0.0,0.0,0.0
7.249005258,0.037456163,0.0,-0.12145606277058914,0.5,0.0,0.0,0.0,0.0
7.299325972,0.050320714,0.0,-0.12145606277058914,0.5,0.0,0.0,0.0,0.0
7.349874296,0.050548324,0.0,-0.12145606277058914,0.5,0.0,0.0,0.0,0.0
7.399008289,0.049133993,0.0,-0.12145606277058914,0.5,0.0,0.0,0.0,0.0
7.449903301,0.050895012,0.0,-0.027878006168882634,0.5,0.0,0.0,0.0,0.0
7.501042556,0.051139255,0.0,-0.027878006168882634,0.5,0.0,0.0,0.0,0.0
7.548799718,0.047757162,0.0,-0.027878006168882634,0.5,0.0,0.0,0.0,0.0
7.600629868,0.05183015,0.0,-0.027878006168882634,0.5,0.0,0.0,0.0,0.0
7.64899192,0.048362052,0.0,-0.027878006168882634,0.5,0.0,0.0,0.0,0.0
7.699352732,0.050360812,0.0,-0.027878006168882634,0.5,0.0,0.0,0.0,0.0
7.750173621,0.050820889,0.0,-0.027878006168882634,0.5,0.0,0.0,0.0,0.0
7.799948631,0.04977501,0.0,-0.027878006168882634,0.5,0.0,0.0,0.0,0.0
7.849011846,0.049063215,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.898952547,0.049940701,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.949269042,0.050316495,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.999582252,0.05031321,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.049229383,0.049647131,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.100221896,0.050992513,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.1506665,0.050444604,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.199910204,0.049243704,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.253221736,0.053311532,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.29957232,0.046350584,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.351848874,0.052276554,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.407400845,0.055551971,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.452702011,0.045301166,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.498489628,0.045787617,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.551191814,0.052702186,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.601256503,0.050064689,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.64902657,0.047770067,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.69923096,0.05020439,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.749311981,0.050081021,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.799982331,0.05067035,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.848481397,0.048499066,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.90292693,0.054445533,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.949867064,0.046940134,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.005836911,0.055969847,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.048988204,0.043151293,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.098883186,0.049894982,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.150050918,0.051167732,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.19910733,0.049056412,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.249257826,0.050150496,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.298983381,0.049725555,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.349018083,0.050034702,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.398351019,0.049332936,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.448694879,0.05034386,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.499332566,0.050637687,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.549663512,0.050330946,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.602424121,0.052760609,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.654701095,0.052276974,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.69904848,0.044347385,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.749448708,0.050400228,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.799504591,0.050055883,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.848768975,0.049264384,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.900463965,0.05169499,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.958614528,0.058150563,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.002102281,0.043487753,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.04908716,0.046984879,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.099396213,0.050309053,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.152407407,0.053011194,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.199049804,0.046642397,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.251289047,0.052239243,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.300137147,0.0488481,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.348911664,0.048774517,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.399820365,0.050908701,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.448953877,0.049133512,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.5024458,0.053491923,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.549992175,0.047546375,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.604682884,0.054690709,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.65203381,0.047350926,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.699129715,0.047095905,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.749111485,0.04998177,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.799443392,0.050331907,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.84896867,0.049525278,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.902111279,0.053142609,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.948955106,0.046843827,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.005607075,0.056651969,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.052673451,0.047066376,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.098723525,0.046050074,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.153812376,0.055088851,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.211464488,0.057652112,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.257504692,0.046040204,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.299166093,0.041661401,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.350512091,0.051345998,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.39891501,0.048402919,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.448374221,0.049459211,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.505081449,0.056707228,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.549027666,0.043946217,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.598849027,0.049821361,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.658092186,0.059243159,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.699219364,0.041127178,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.750722495,0.051503131,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.801731761,0.051009266,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.848919543,0.047187782,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.900206066,0.051286523,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.94922201,0.049015944,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.999506886,0.050284876,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.054912289,0.055405403,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.101097893,0.046185604,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.149481314,0.048383421,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.199882927,0.050401613,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.248982152,0.049099225,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.298797723,0.049815571,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.351692473,0.05289475,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.401990025,0.050297552,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.450469682,0.048479657,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.499082158,0.048612476,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.552342244,0.053260086,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.598608244,0.046266,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.649109078,0.050500834,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.700030144,0.050921066,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.757103792,0.057073648,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.800112748,0.043008956,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.850216694,0.050103946,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.905828727,0.055612033,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.952271097,0.04644237,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.005057018,0.052785921,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.048317297,0.043260279,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.103476545,0.055159248,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.155463223,0.051986678,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.20195133,0.046488107,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.25259447,0.05064314,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.314614781,0.062020311,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.349286078,0.034671297,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.39903041,0.049744332,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.449377248,0.050346838,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.498653805,0.049276557,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.548673781,0.050019976,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.598847804,0.050174023,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.651056458,0.052208654,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.702136553,0.051080095,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.748852011,0.046715458,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.805203874,0.056351863,0.0,0.0,0.5,0.0,0.0,0.0,0.0
